id,release_date,movie,production_budget,domestic_gross,worldwide_gross
32,2006-03-31,Ice Age: The Meltdown,,,
33,2005-05-27,Madagascar,,,
34,2010-06-25,Grown Ups,,,
35,2004-10-01,Shark Tale,,,
36,2000-07-14,X-Men,,,
37,2008-06-27,Wanted,,,
38,1996-06-07,The Rock,,,
39,2004-02-13,50 First Dates,,,
40,2007-07-20,Hairspray,,,
41,2013-05-31,Now You See Me,,,
42,2006-12-15,Dreamgirls,,,
43,2018-08-03,Christopher Robin,,,
44,1999-07-23,Inspector Gadget,,,
45,2011-11-11,Immortals,,,
46,2004-06-18,The Terminal,,,
47,2005-02-18,Constantine,,,
48,2006-07-21,Monster House,,,
49,2000-12-08,Vertical Limit,,,
50,2007-12-21,Charlie Wilson's War,,,
51,1999-04-16,Life,,,
52,2005-03-04,Be Cool,,,
53,2005-12-23,Munich,,,
54,2010-06-04,Killers,,,
55,2015-08-14,The Man From U.N.C.L.E.,,,
56,2003-03-07,Tears of the Sun,,,
57,2006-07-21,Lady in the Water,,,
58,2004-12-17,Spanglish,,,
59,2001-10-12,Bandits,,,
60,1999-12-17,Anna and the King,,,
61,1995-07-07,First Knight,,,
62,2011-03-25,Sucker Punch,,,
63,2005-03-11,Hostage,,,
64,2016-10-28,Inferno,,,
65,2003-06-13,Hollywood Homicide,,,
66,2000-06-16,Titan A.E.,,,
67,2004-12-17,Flight of the Phoenix,,,
68,1998-10-23,Soldier,,,
69,1999-01-15,Virus,,,
70,2001-02-23,Monkeybone,,,
71,2019-08-30,PLAYMOBIL,,,
72,2019-12-31,355,,,
73,2015-07-10,Minions,,,
74,2015-02-06,The SpongeBob Movie: Sponge Out of Water,,,
75,2000-11-22,Unbreakable,,,
76,2006-08-04,Talladega Nights: The Ballad of Ricky Bobby,,,
77,2016-05-20,The Angry Birds Movie,,,
78,1998-08-07,Snake Eyes,,,
79,1998-02-13,Sphere,,,
80,2007-07-27,The Simpsons Movie,,,
81,2008-02-08,Fool's Gold,,,
82,2009-07-31,Funny People,,,
83,2007-09-28,The Kingdom,,,
84,2001-06-22,Dr. Dolittle 2,,,
85,1995-05-24,Braveheart,,,
86,2005-11-04,Jarhead,,,
87,2001-04-27,Driven,,,
88,2001-12-21,The Majestic,,,
89,2004-06-25,Two Brothers,,,
90,2004-07-30,The Village,,,
91,1998-06-26,Doctor Dolittle,,,
92,2002-08-02,Signs,,,
93,2004-05-19,Shrek 2,,,
94,2006-06-09,Cars,,,
95,2009-12-23,Alvin and the Chipmunks: The Squeakquel,,,
96,1988-06-22,Who Framed Roger Rabbit?,,,
97,1999-07-30,Runaway Bride,,,
98,2002-08-09,xXx,,,
99,2018-06-08,Oceanâs 8,,,
100,1996-11-08,Ransom,,,
1,2009-08-21,Inglourious Basterds,,,
2,1991-12-11,Hook,,,
3,1990-07-03,Die Hard 2,,,
4,2003-08-08,S.W.A.T.,,,
5,2017-11-10,Daddyâs Home 2,,,
6,1999-11-19,Sleepy Hollow,,,
7,2001-12-14,Vanilla Sky,,,
8,1997-06-13,Hercules,,,
9,2013-03-22,Olympus Has Fallen,,,
10,2011-03-11,Battle: Los Angeles,,,
11,2004-08-13,AVP: Alien Vs. Predator,,,
12,2011-12-25,War Horse,,,
13,2002-03-01,We Were Soldiers,,,
14,2014-02-07,The Monuments Men,,,
15,2016-09-23,Storks,,,
16,1998-12-11,Star Trek: Insurrection,,,
17,2003-12-10,Big Fish,,,
18,1994-06-17,Wolf,,,
19,2012-01-20,Underworld: Awakening,,,
20,2017-09-22,The Lego Ninjago Movie,,,
21,2014-10-10,Dracula Untold,,,
22,2006-09-29,The Guardian,,,
23,1989-08-09,The Abyss,,,
24,2010-09-24,Wall Street 2: Money Never Sleeps,,,
25,2011-01-14,The Dilemma,,,
26,2005-12-25,Rumor Has It,,,
27,1998-11-06,The Siege,,,
28,2007-08-10,Stardust,,,
29,2012-06-15,Rock of Ages,,,
30,1997-10-08,Seven Years in Tibet,,,
31,2004-09-17,Sky Captain and the World of Tomorrow,,,
32,2007-09-14,The Brave One,,,
33,2002-11-01,I Spy,,,
34,2002-06-07,Bad Company,,,
35,2005-10-21,Doom,,,
36,2016-01-29,The Finest Hours,,,
37,2013-10-18,Escape Plan,,,
38,2011-09-23,Killer Elite,,,
39,1998-01-16,Hard Rain,,,
40,2002-02-15,Hart's War,,,
41,2002-02-08,Rollerball,,,
42,2014-01-10,The Legend of Hercules,,,
43,2007-04-27,Next,,,
44,2002-09-20,Ballistic: Ecks vs. Sever,,,
45,2001-08-10,Osmosis Jones,,,
46,2014-05-09,Legends of Oz: Dorothyâs Return,,,
47,2015-01-16,Blackhat,,,
48,2006-03-31,Basic Instinct 2,,,
49,2010-05-28,Agora,,,
50,2010-07-09,Despicable Me,,,
51,2010-07-30,Dinner for Schmucks,,,
52,2018-03-02,Red Sparrow,,,
53,2010-06-30,The Twilight Saga: Eclipse,,,
54,2002-05-31,The Sum of All Fears,,,
55,2015-06-26,Ted 2,,,
56,2001-07-13,The Score,,,
57,2011-02-25,Hall Pass,,,
58,1995-11-22,Money Train,,,
59,2003-03-21,Dreamcatcher,,,
60,1999-08-06,Mystery Men,,,
61,1999-11-05,The Insider,,,
62,2017-12-22,Downsizing,,,
63,2012-03-02,Doctor Seuss' The Lorax,,,
64,2008-10-10,Body of Lies,,,
65,2012-06-22,Abraham Lincoln: Vampire Hunter,,,
66,1996-09-20,Last Man Standing,,,
67,2007-08-17,The Last Legion,,,
68,1999-04-30,Entrapment,,,
69,1998-06-19,The X Files: Fight the Future,,,
70,2014-03-14,Need for Speed,,,
71,1998-07-24,Saving Private Ryan,,,
72,2000-12-15,What Women Want,,,
73,2012-11-09,Lincoln,,,
74,2002-03-15,Ice Age,,,
75,1995-06-30,Apollo 13,,,
76,1999-03-31,The Matrix,,,
77,2018-07-13,Hotel Transylvania 3: Summer Vacation,,,
78,2012-12-25,Les Miserables,,,
79,2002-11-01,The Santa Clause 2,,,
80,1990-06-01,Total Recall,,,
81,1998-12-18,You've Got Mail,,,
82,2014-12-25,Unbroken,,,
83,2015-06-05,Spy!,,,
84,2010-11-05,Due Date,,,
85,2008-07-25,Step Brothers,,,
86,1995-12-15,Jumanji,,,
87,1998-07-17,The Mask of Zorro,,,
88,2000-08-04,Space Cowboys,,,
89,2014-12-19,Annie,,,
90,1993-05-28,Cliffhanger,,,
91,2016-08-12,Peteâs Dragon,,,
92,1996-02-09,Broken Arrow,,,
93,2006-08-09,World Trade Center,,,
94,2000-07-07,The Kid,,,
95,2003-12-19,Mona Lisa Smile,,,
96,2012-05-16,The Dictator,,,
97,1999-07-16,Eyes Wide Shut,,,
98,2012-02-17,This Means War,,,
99,2015-02-27,Focus,,,
100,2004-12-08,Blade: Trinity,,,
1,2012-11-21,Red Dawn,,,
2,2006-12-22,We Are Marshall,,,
3,2015-09-18,Everest,,,
4,2012-09-14,Resident Evil: Retribution,,,
5,1998-03-20,Primary Colors,,,
6,1999-10-15,Fight Club,,,
7,2008-08-22,Death Race,,,
8,1996-10-11,The Long Kiss Goodnight,,,
9,2000-12-08,Proof of Life,,,
10,2005-11-11,Zathura,,,
11,2003-11-26,The Missing,,,
12,2005-01-14,Elektra,,,
13,2009-10-23,Astro Boy,,,
14,2014-01-24,"I, Frankenstein",,,
15,1991-05-24,Hudson Hawk,,,
16,2014-08-22,Sin City: A Dame to Kill For,,,
17,2016-12-25,Live by Night,,,
18,2000-10-27,Lucky Numbers,,,
19,2005-09-23,Oliver Twist,,,
20,2015-09-04,Tian jiang xiong shi,,,
21,2018-10-26,Air Strike,,,
22,2006-07-14,Little Man,,,
23,1999-10-08,Random Hearts,,,
24,2006-12-27,Perfume: The Story of a Murderer,,,
25,1993-06-11,Jurassic Park,,,
26,2002-07-25,Austin Powers in Goldmember,,,
27,2011-04-01,Hop,,,
28,2017-09-15,American Assassin,,,
29,1994-06-24,Wyatt Earp,,,
30,1994-08-03,Clear and Present Danger,,,
31,2000-04-21,U-571,,,
32,1995-11-17,The American President,,,
33,2015-12-25,The Hateful Eight,,,
34,2008-06-20,The Love Guru,,,
35,2001-02-23,3000 Miles to Graceland,,,
36,2014-10-03,Gone Girl,,,
37,2007-03-30,Blades of Glory,,,
38,2015-09-18,Maze Runner: The Scorch Trials,,,
39,2013-08-02,2 Guns,,,
40,2018-01-26,Maze Runner: The Death Cure,,,
41,2019-01-11,A Dogâs Way Home,,,
42,2016-02-19,Mei Ren Yu,,,
43,2004-12-22,Meet the Fockers,,,
44,2014-02-07,The Lego Movie,,,
45,2007-03-09,300,,,
46,2007-03-02,Wild Hogs,,,
47,2008-12-25,Marley & Me,,,
48,1999-12-10,The Green Mile,,,
49,1998-06-05,The Truman Show,,,
50,2016-09-09,Sully,,,
51,2002-06-14,The Bourne Identity,,,
52,2009-10-09,Couples Retreat,,,
53,1995-11-17,Goldeneye,,,
54,2003-05-30,The Italian Job,,,
55,2003-05-09,Daddy Day Care,,,
56,1999-06-18,The General's Daughter,,,
57,1998-12-18,The Prince of Egypt,,,
58,2004-08-06,Collateral,,,
59,2001-07-04,Cats & Dogs,,,
60,2002-12-20,Two Weeks Notice,,,
61,1998-10-02,Antz,,,
62,2002-04-19,The Scorpion King,,,
63,2010-10-15,Red,,,
64,2004-03-05,Starsky & Hutch,,,
65,1990-06-27,Days of Thunder,,,
66,2005-12-21,Cheaper by the Dozen 2,,,
67,2010-08-13,Eat Pray Love,,,
68,2012-12-21,Jack Reacher,,,
69,2004-04-23,Man on Fire,,,
70,2000-12-22,The Family Man,,,
71,2011-09-09,Contagion,,,
72,1999-12-22,Any Given Sunday,,,
73,1998-05-15,The Horse Whisperer,,,
74,2009-02-06,Coraline,,,
75,2004-10-01,Ladder 49,,,
76,1999-07-28,Deep Blue Sea,,,
77,2009-10-28,Michael Jackson's This Is It,,,
78,2003-01-17,Kangaroo Jack,,,
79,2008-06-13,The Happening,,,
80,2016-03-04,London Has Fallen,,,
81,2000-04-07,Rules of Engagement,,,
82,2006-03-10,The Shaggy Dog,,,
83,1996-11-22,Jingle All the Way,,,
84,2004-04-02,Hellboy,,,
85,2016-10-21,Jack Reacher: Never Go Back,,,
86,2017-05-25,Baywatch,,,
87,1998-12-25,A Civil Action,,,
88,2015-12-25,Joy,,,
89,2012-08-17,ParaNorman,,,
90,1997-11-14,The Jackal,,,
91,2003-12-25,Paycheck,,,
92,1996-03-01,Up Close & Personal,,,
93,2008-12-19,The Tale of Despereaux,,,
94,2014-09-26,The Boxtrolls,,,
95,2017-08-04,The Dark Tower,,,
96,2002-09-27,The Tuxedo,,,
97,2014-01-17,Jack Ryan: Shadow Recruit,,,
98,1995-07-14,Under Siege 2: Dark Territory,,,
99,2005-03-24,Miss Congeniality 2: Armed and Fabulous,,,
100,2018-12-25,Vice,,,
1,1997-11-26,Alien: Resurrection,,,
2,2007-03-23,Shooter,,,
3,1998-10-16,Practical Magic,,,
4,2013-01-11,Gangster Squad,,,
5,2017-04-07,Smurfs: The Lost Village,,,
6,2018-10-12,First Man,,,
7,2009-06-19,Year One,,,
8,2010-01-29,Edge of Darkness,,,
9,2002-12-13,Star Trek: Nemesis,,,
10,2002-02-19,Reign of Fire,,,
11,2009-11-20,Planet 51,,,
12,2009-03-20,Duplicity,,,
13,2008-09-12,Righteous Kill,,,
14,2009-12-11,Invictus,,,
15,2009-04-17,State of Play,,,
16,1999-02-12,My Favorite Martian,,,
17,2006-04-21,The Sentinel,,,
18,2012-09-21,Trouble with the Curve,,,
19,2003-10-10,Intolerable Cruelty,,,
20,1997-01-10,The Relic,,,
21,1998-04-03,Mercury Rising,,,
22,2000-09-15,Almost Famous,,,
23,2019-02-08,Cold Pursuit,,,
24,2002-12-06,Analyze That,,,
25,2009-04-24,The Soloist,,,
26,2013-08-21,The Mortal Instruments: City of Bones,,,
27,2000-11-03,The Legend of Bagger Vance,,,
28,2002-02-22,Dragonfly,,,
29,2011-05-13,Priest,,,
30,2006-06-16,Garfield: A Tail of Two Kitties,,,
31,2005-04-29,XXX: State of the Union,,,
32,1997-08-15,Event Horizon,,,
33,2003-07-02,Sinbad: Legend of the Seven Seas,,,
34,2005-07-08,Dark Water,,,
35,1998-08-14,The Avengers,,,
36,2006-09-15,The Black Dahlia,,,
37,1999-03-26,EDtv,,,
38,2008-12-25,The Spirit,,,
39,2001-10-19,The Last Castle,,,
40,2009-01-23,Inkheart,,,
41,2000-01-14,Supernova,,,
42,2006-09-22,Flyboys,,,
43,2014-02-14,Winterâs Tale,,,
44,1998-10-09,Holy Man,,,
45,2008-07-11,Meet Dave,,,
46,2005-08-12,The Great Raid,,,
47,2017-02-24,Rock Dog,,,
48,2015-01-23,Mortdecai,,,
49,2008-01-11,In the Name of the King: A Dungeon Siege Tale,,,
50,2003-10-24,Beyond Borders,,,
51,2016-02-05,Xi You Ji zhi Sun Wu Kong San Da Bai Gu Jing,,,
52,2015-12-11,The Ridiculous 6,,,
53,2019-11-08,Midway,,,
54,2018-03-23,Sherlock Gnomes,,,
55,2019-01-25,The Kid Who Would Be King,,,
56,2016-02-12,Deadpool,,,
57,2014-12-25,American Sniper,,,
58,2015-10-16,Goosebumps,,,
59,1988-05-25,Rambo III,,,
60,1995-12-15,Sabrina,,,
61,2012-01-20,Red Tails,,,
62,2005-09-16,Just Like Heaven,,,
63,2013-06-07,The Internship,,,
64,2000-04-28,The Flintstones in Viva Rock Vegas,,,
65,2008-04-04,Leatherheads,,,
66,2017-03-24,Life,,,
67,2009-12-18,Did You Hear About the Morgans?,,,
68,2008-12-12,"Che, Part 1: The Argentine",,,
69,2008-05-30,Sex and the City,,,
70,2010-09-10,Resident Evil: Afterlife,,,
71,2012-06-15,That's My Boy,,,
72,1997-10-17,Devil's Advocate,,,
73,2012-02-17,Ghost Rider: Spirit of Vengeance,,,
74,1996-05-31,Dragonheart,,,
75,2004-11-12,After the Sunset,,,
76,2001-08-17,Captain Corelli's Mandolin,,,
77,2014-12-25,Into the Woods,,,
78,2003-04-11,Anger Management,,,
79,2005-03-04,The Pacifier,,,
80,2004-04-02,Walking Tall,,,
81,2016-01-22,Zhuo yao ji,,,
82,1994-07-06,Forrest Gump,,,
83,2007-12-14,Alvin and the Chipmunks,,,
84,2018-11-02,Bohemian Rhapsody,,,
85,2005-02-11,Hitch,,,
86,2000-10-06,Meet the Parents,,,
87,2006-12-15,The Pursuit of Happyness,,,
88,1995-06-10,Pocahontas,,,
89,1978-12-15,Superman,,,
90,1996-06-28,The Nutty Professor,,,
91,2017-02-10,Fifty Shades Darker,,,
92,2013-10-11,Captain Phillips,,,
93,1997-07-16,George Of The Jungle,,,
94,2003-08-01,American Wedding,,,
95,2017-11-10,Murder on the Orient Express,,,
96,2014-09-26,The Equalizer,,,
97,2018-02-09,Fifty Shades Freed,,,
98,1995-05-26,Casper,,,
99,2010-04-09,Date Night,,,
100,2002-12-13,Maid in Manhattan,,,
1,1995-05-12,Crimson Tide,,,
2,2005-09-23,Flightplan,,,
3,1994-12-09,Disclosure,,,
4,1998-04-10,City of Angels,,,
5,2015-01-16,Paddington,,,
6,2006-04-28,R.V.,,,
7,1994-10-28,Stargate,,,
8,2003-10-10,Kill Bill: Volume 1,,,
9,2011-06-17,Mr. Poppers's Penguins,,,
10,1999-08-13,Bowfinger,,,
11,2004-04-16,Kill Bill: Volume 2,,,
12,1989-12-22,Tango & Cash,,,
13,1992-07-31,Death Becomes Her,,,
14,2000-05-26,Shanghai Noon,,,
15,1996-03-15,Executive Decision,,,
16,2013-11-01,Free Birds,,,
17,1992-05-22,Alien 3,,,
18,2008-04-18,The Forbidden Kingdom,,,
19,2004-12-22,The Phantom of the Opera,,,
20,2014-03-21,Muppets Most Wanted,,,
21,1996-12-25,Evita,,,
22,2016-08-19,Kubo and the Two Strings,,,
23,1998-09-25,Ronin,,,
24,2010-11-24,Burlesque,,,
25,1996-10-11,The Ghost and the Darkness,,,
26,2008-10-24,Changeling,,,
27,2012-07-27,The Watch,,,
28,2003-03-14,The Hunted,,,
29,1999-06-04,Instinct,,,
30,2003-12-12,Stuck On You,,,
31,2008-02-29,Semi-Pro,,,
32,2018-02-23,Annihilation,,,
33,2015-10-16,Crimson Peak,,,
34,2012-04-27,The Pirates! Band of Misfits,,,
35,2005-12-02,Aeon Flux,,,
36,1996-08-02,Chain Reaction,,,
37,1996-08-16,The Fan,,,
38,2007-10-12,Elizabeth: The Golden Age,,,
39,2009-06-12,Imagine That,,,
40,2003-02-21,Gods and Generals,,,
41,1997-01-10,Turbulence,,,
42,2013-02-01,Bullet to the Head,,,
43,2006-09-22,All the King's Men,,,
44,2004-07-30,Thunderbirds,,,
45,2004-11-26,Un long dimanche de fianÃ§ailles,,,
46,2007-05-04,Lucky You,,,
47,1998-07-22,Lolita,,,
48,2002-09-20,Eye See You,,,
49,1981-06-19,Superman II,,,
50,2002-03-22,Blade 2,,,
51,2006-07-14,"You, Me and Dupree",,,
52,2008-12-19,Seven Pounds,,,
53,1990-12-25,The Godfather: Part III,,,
54,2005-10-14,Elizabethtown,,,
55,2003-08-01,Gigli,,,
56,2000-06-16,Shaft,,,
57,2005-08-05,The Dukes of Hazzard,,,
58,2009-10-16,Law Abiding Citizen,,,
59,2015-09-18,Black Mass,,,
60,1997-11-14,Anastasia,,,
61,2001-05-18,Moulin Rouge,,,
62,2001-11-02,Domestic Disturbance,,,
63,2006-10-20,Flags of Our Fathers,,,
64,2007-04-06,Grindhouse,,,
65,1998-10-16,Beloved,,,
66,2012-12-19,Zero Dark Thirty,,,
67,2002-12-25,Catch Me if You Can,,,
68,2008-07-18,Mamma Mia!,,,
69,2006-06-02,The Break-Up,,,
70,2010-02-12,Valentine's Day,,,
71,1995-11-22,Casino,,,
72,2011-08-05,The Change-Up,,,
73,1998-12-23,The Thin Red Line,,,
74,1999-12-22,Man on the Moon,,,
75,2010-02-05,From Paris With Love,,,
76,2003-04-16,Bulletproof Monk,,,
77,2000-06-23,"Me, Myself & Irene",,,
78,2006-08-04,Barnyard: The Original Party Animals,,,
79,2018-08-17,Alpha,,,
80,2006-11-22,Deck the Halls,,,
81,2011-03-04,The Adjustment Bureau,,,
82,2009-11-20,The Twilight Saga: New Moon,,,
83,2001-05-18,Shrek,,,
84,2012-06-29,Ted,,,
85,2014-06-13,22 Jump Street,,,
86,1991-06-14,Robin Hood: Prince of Thieves,,,
87,1996-12-13,Jerry Maguire,,,
88,2015-12-25,Daddyâs Home,,,
89,1997-12-24,As Good as it Gets,,,
90,1998-12-25,Patch Adams,,,
91,2016-06-17,Central Intelligence,,,
92,2013-12-18,Anchorman 2: The Legend Continues,,,
93,2011-06-10,Super 8,,,
94,2002-06-28,Mr. Deeds,,,
95,2000-03-17,Erin Brockovich,,,
96,2018-11-21,Creed II,,,
97,2018-02-09,Peter Rabbit,,,
98,2003-02-07,How to Lose a Guy in 10 Days,,,
99,1994-11-11,Interview with the Vampire: The Vampire Chronicles,,,
100,2018-12-14,The Mule,,,
1,2008-12-19,Yes Man,,,
2,2014-02-28,Non-Stop,,,
3,1998-12-25,Stepmom,,,
4,2013-08-09,Disney Planes,,,
5,2006-03-10,Failure to Launch,,,
6,2006-03-24,Inside Man,,,
7,2017-07-28,The Emoji Movie,,,
8,2011-07-29,"Crazy, Stupid, Love",,,
9,2017-12-22,The Post,,,
10,1999-02-05,Payback,,,
11,1995-06-09,Congo,,,
12,2009-03-20,Knowing,,,
13,2005-03-18,The Ring Two,,,
14,2011-12-23,We Bought a Zoo,,,
15,2011-09-23,Moneyball,,,
16,2004-06-11,Garfield: The Movie,,,
17,2004-11-24,Christmas with the Kranks,,,
18,2006-03-17,V for Vendetta,,,
19,1995-03-10,Outbreak,,,
20,2009-03-13,Race to Witch Mountain,,,
21,2004-09-24,The Forgotten,,,
22,2005-06-22,Herbie: Fully Loaded,,,
23,2003-02-07,Shanghai Knights,,,
24,2014-07-18,Planes: Fire and Rescue,,,
25,2006-02-10,Curious George,,,
26,2012-04-06,American Reunion,,,
27,2013-01-25,Hansel & Gretel: Witch Hunters,,,
28,2011-02-18,I am Number Four,,,
29,2001-09-28,Donât Say a Word,,,
30,2016-01-15,13 Hours: The Secret Soldiers of Benghazi,,,
31,2002-05-08,Unfaithful,,,
32,2017-09-29,American Made,,,
33,2005-11-23,Syriana,,,
34,2004-09-10,Resident Evil: Apocalypse,,,
35,2014-10-17,The Book of Life,,,
36,1997-02-14,Absolute Power,,,
37,2006-02-10,Firewall,,,
38,1997-09-12,The Game,,,
39,1997-08-22,G.I. Jane,,,
40,2014-08-08,Into the Storm,,,
41,2014-10-10,The Judge,,,
42,2006-04-21,Silent Hill,,,
43,2000-08-11,The Replacements,,,
44,1998-07-29,The Negotiator,,,
45,2016-08-19,War Dogs,,,
46,1994-05-25,Beverly Hills Cop III,,,
47,1990-06-15,Gremlins 2: The New Batch,,,
48,1997-09-26,The Peacemaker,,,
49,2003-10-03,Out of Time,,,
50,2004-11-12,Bridget Jones: The Edge Of Reason,,,
51,2000-02-11,The Beach,,,
52,2005-06-10,The Adventures of Sharkboy and Lavagirl in 3-D,,,
53,1994-02-18,On Deadly Ground,,,
54,2009-11-25,Ninja Assassin,,,
55,2004-05-28,Raising Helen,,,
56,2016-05-20,The Nice Guys,,,
57,1999-09-17,For Love of the Game,,,
58,1998-12-11,Jack Frost,,,
59,2010-06-04,Marmaduke,,,
60,1996-06-28,Striptease,,,
61,2010-10-15,Hereafter,,,
62,2002-04-19,Murder by Numbers,,,
63,1995-10-06,Assassins,,,
64,2016-02-12,Zoolander 2,,,
65,2009-01-16,Defiance,,,
66,2007-02-09,Hannibal Rising,,,
67,1999-10-15,The Story of Us,,,
68,2013-03-29,The Host,,,
69,2003-03-28,Basic,,,
70,2015-03-13,Run All Night,,,
71,2002-08-09,Blood Work,,,
72,2009-02-13,The International,,,
73,1996-08-09,Escape from L.A.,,,
74,2004-02-27,Twisted,,,
75,2004-12-10,The Life Aquatic with Steve Zissou,,,
76,1999-08-04,The Iron Giant,,,
77,2019-04-12,Hellboy,,,
78,2011-04-08,Your Highness,,,
79,2016-09-16,Snowden,,,
80,2011-09-30,Dream House,,,
81,2016-06-24,Free State of Jones,,,
82,2009-09-04,Gamer,,,
83,2005-02-25,Man of the House,,,
84,2003-02-21,The Life of David Gale,,,
85,2013-02-14,Beautiful Creatures,,,
86,2005-09-30,Into the Blue,,,
87,2007-09-14,Eastern Promises,,,
88,1994-07-01,Baby's Day Out,,,
89,1999-11-12,The Messenger: The Story of Joan of Arc,,,
90,1995-11-03,Fair Game,,,
91,2011-02-25,Drive Angry,,,
92,1997-11-07,Mad City,,,
93,1995-10-13,The Scarlet Letter,,,
94,2005-10-14,Domino,,,
95,1995-10-13,Jade,,,
96,2009-02-27,Street Fighter: The Legend of Chun-Li,,,
97,2002-03-29,Death to Smoochy,,,
98,2018-02-16,Early Man,,,
99,2009-11-13,The Boat That Rocked,,,
100,2004-01-30,The Big Bounce,,,
1,2000-03-03,What Planet Are You From?,,,
2,2015-04-17,Child 44,,,
3,2009-01-23,Outlander,,,
4,2013-03-15,Upside Down,,,
5,2015-10-02,Shanghai,,,
6,2020-12-31,Hannibal the Conqueror,,,
7,2019-11-08,Arctic Dogs,,,
8,2019-11-22,The Rhythm Section,,,
9,2019-09-20,Ad Astra,,,
10,2001-11-02,The One,,,
11,2015-03-06,Chappie,,,
12,1990-07-11,The Adventures of Ford Fairlane,,,
13,2012-11-16,Anna Karenina,,,
14,1989-05-24,Indiana Jones and the Last Crusade,,,
15,2002-10-18,The Ring,,,
16,2000-12-27,Traffic,,,
17,2002-03-29,Panic Room,,,
18,2015-01-09,Taken 3,,,
19,1999-08-06,The Thomas Crown Affair,,,
20,2018-11-16,Instant Family,,,
21,1999-11-05,The Bone Collector,,,
22,1999-10-01,Three Kings,,,
23,2010-01-22,Tooth Fairy,,,
24,2001-08-17,Rat Race,,,
25,2007-09-07,3:10 to Yuma,,,
26,2001-08-13,K-PAX,,,
27,2001-12-25,Kate and Leopold,,,
28,2000-10-20,Bedazzled,,,
29,1998-06-26,Out of Sight,,,
30,1984-12-14,The Cotton Club,,,
31,2008-01-25,Rambo,,,
32,2016-07-13,The Infiltrator,,,
33,1990-06-15,Dick Tracy,,,
34,2016-11-11,Arrival,,,
35,1996-06-14,The Cable Guy,,,
36,2009-04-22,Earth,,,
37,2001-10-19,Riding in Cars with Boys,,,
38,2007-01-05,Happily N'Ever After,,,
39,2002-11-27,Solaris,,,
40,2010-06-18,Jonah Hex,,,
41,1996-02-23,Mary Reilly,,,
42,2016-12-23,Silence,,,
43,2013-11-01,Mr. Nobody,,,
44,1997-06-20,My Best Friend's Wedding,,,
45,2001-07-20,America's Sweethearts,,,
46,1996-11-22,Star Trek: First Contact,,,
47,2002-05-24,Insomnia,,,
48,2013-09-20,Prisoners,,,
49,1996-07-12,Courage Under Fire,,,
50,1982-09-17,Inchon,,,
51,2010-12-31,Arthur and the War of Two Worlds,,,
52,1997-03-21,Liar Liar,,,
53,1998-11-20,A Bug's Life,,,
54,2012-10-05,Taken 2,,,
55,1994-05-27,The Flintstones,,,
56,2003-10-24,Scary Movie 3,,,
57,2000-12-22,Miss Congeniality,,,
58,2017-12-22,Pitch Perfect 3,,,
59,2008-07-11,Journey to the Center of the Earth,,,
60,1993-12-17,The Pelican Brief,,,
61,2004-08-11,The Princess Diaries 2: Royal Engagement,,,
62,2007-12-25,The Bucket List,,,
63,1994-07-20,The Client,,,
64,2011-11-23,The Muppets,,,
65,1992-06-05,Patriot Games,,,
66,2005-05-13,Monster-in-Law,,,
67,2001-10-05,Training Day,,,
68,2016-10-07,The Girl on the Train,,,
69,1999-12-24,Galaxy Quest,,,
70,2001-07-04,Scary Movie 2,,,
71,1998-08-21,Blade,,,
72,2005-01-14,Coach Carter,,,
73,2010-03-19,The Bounty Hunter,,,
74,2002-04-12,Changing Lanes,,,
75,1997-04-11,Anaconda,,,
76,2006-01-20,Underworld: Evolution,,,
77,2000-08-04,Coyote Ugly,,,
78,2003-11-07,Love Actually,,,
79,1996-08-09,Jack,,,
80,1994-10-07,The Specialist,,,
81,2016-12-09,Office Christmas Party,,,
82,1996-08-16,Tin Cup,,,
83,2005-11-23,"Yours, Mine and Ours",,,
84,2005-05-13,Kicking and Screaming,,,
85,2005-04-29,The Hitchhiker's Guide to the Galaxy,,,
86,2007-09-21,Resident Evil: Extinction,,,
87,2004-12-25,Fat Albert,,,
88,2012-07-06,Savages,,,
89,1994-09-30,The River Wild,,,
90,2014-05-23,Blended,,,
91,2017-06-16,All Eyez on Me,,,
92,2006-01-13,Last Holiday,,,
93,2006-03-03,16 Blocks,,,
94,1995-07-14,The Indian in the Cupboard,,,
95,2004-09-10,Cellular,,,
96,2006-07-28,The Ant Bully,,,
97,2003-07-18,Johnny English,,,
98,1984-12-14,Dune,,,
99,2009-07-31,Aliens in the Attic,,,
100,2007-09-14,Across the Universe,,,
1,2008-12-26,Revolutionary Road,,,
2,2008-08-29,Babylon A.D.,,,
3,1994-11-04,Frankenstein,,,
4,1996-10-04,The Glimmer Man,,,
5,1996-07-17,Multiplicity,,,
6,2019-05-03,UglyDolls,,,
7,2001-01-19,The Pledge,,,
8,2005-12-16,The Producers: The Movie Musical,,,
9,1996-06-07,The Phantom,,,
10,2005-07-01,Rebound,,,
11,2010-02-19,The Ghost Writer,,,
12,2000-12-22,All the Pretty Horses,,,
13,2008-09-05,Bangkok Dangerous,,,
14,1995-12-20,Nixon,,,
15,2012-09-21,Dredd,,,
16,2011-10-28,The Rum Diary,,,
17,1998-01-30,Deep Rising,,,
18,2018-12-21,Welcome to Marwen,,,
19,2011-10-21,Johnny English Reborn,,,
20,2008-09-26,Miracle at St. Anna,,,
21,2002-04-05,Big Trouble,,,
22,2006-12-21,Man cheng jin dai huang jin jia,,,
